Epoch,Train Loss,Val Loss,Train mIoU,Val mIoU,Train IoU - Sidewalk,Train IoU - Braille Guide Blocks,Train IoU - Roadway,Train IoU - Alley,Train IoU - Bike Lane,Train IoU - Caution Zone,Train IoU - Cross walk,Val IoU - Sidewalk,Val IoU - Braille Guide Blocks,Val IoU - Roadway,Val IoU - Alley,Val IoU - Bike Lane,Val IoU - Caution Zone,Val IoU - Cross walk
1,0.5718462331496065,0.45653794715358953,0.3691040271787181,0.4461276675500205,0.68275362634149,0.1532951059395055,0.2809699242260269,0.6652352648271354,0.5045421576409651,0.19366611876596684,0.10326599250993712,0.6833676440433267,0.48396018407942454,0.2566104986589585,0.7144461235910889,0.5047974098381559,0.28616352554631314,0.19354828709287544
2,0.3785845872536232,0.3881457444480379,0.46237192325406584,0.48576921445697135,0.6993994177736127,0.4271665250670487,0.3527829495514609,0.7279474997238518,0.5719116314631792,0.28240629140834744,0.1749891477909603,0.6586181612147728,0.527607532642725,0.29136441725578865,0.7410703342473858,0.5819928328815247,0.33076525431156095,0.2689659686450416
3,0.37869637536134854,0.36958356102669204,0.4774969905422725,0.5105376079507732,0.6771121602289216,0.48562353763050103,0.368857552969598,0.7134912004672455,0.6075419529727061,0.3013154875322102,0.18853704199472512,0.6692197483953826,0.5881339036205775,0.37495003856612386,0.7515014785855504,0.6067148355060923,0.36125819187465674,0.22198505910702923
4,0.3644018332873072,0.32319399673793403,0.501469337772731,0.5323737207990245,0.6825663551465286,0.5604533705231751,0.3808178157807651,0.7418496164665688,0.5829992280877542,0.3389226343698911,0.22267634403443354,0.6863627118853253,0.6029237213384891,0.3266139090209312,0.7520907592163666,0.626951345607941,0.4468688863756578,0.28480471214845965
5,0.3442637558561111,0.3756653826761723,0.5133391022949281,0.48749279312992666,0.6831541542345064,0.5187398546048632,0.4548183501314267,0.7190696923920896,0.6684451217682544,0.3465154478032961,0.20263109513006042,0.6543087266163808,0.5578484784137857,0.35588280973042463,0.756536556736208,0.617652860241931,0.2172519794883471,0.25296814068240925
6,0.3214065884253018,0.35197771354845375,0.5157727239411879,0.5123430963340184,0.6869780990950233,0.5181427300064099,0.45556260158159545,0.7467169819734633,0.6152877202089798,0.36304703997052945,0.22467389475231367,0.6834053805427817,0.629197162730011,0.358188493617256,0.7559872703582362,0.6307082268186253,0.31552382406718577,0.21339131620403262
7,0.35468046804176667,0.34783582949334646,0.5064287448793042,0.5040132670336086,0.6682255482294587,0.5396659884010204,0.42247420364774185,0.72225828681445,0.6230636448405754,0.3415392063763675,0.22777433584551554,0.6586259628566974,0.5403564093629432,0.3366577840501433,0.7376347384442713,0.6499518596616078,0.27985229656298205,0.325013818296615
8,0.34816724125828064,0.3301093925987188,0.5214541843737865,0.5319959992112341,0.674950581494336,0.5672248953764076,0.4054059056819791,0.7459072989948794,0.5971829803398621,0.3786915421939186,0.28081608653512385,0.6939461183560873,0.6018593882062746,0.39818616543308016,0.7540908428657249,0.6216030678512259,0.3880015472349112,0.26628486453133426
9,0.3354713336260006,0.36140226287338495,0.523970208505827,0.5106765545790204,0.6804833855326133,0.5441426695751554,0.45995367709371865,0.7249376057575816,0.6347676688604466,0.3863368326278451,0.23716962009342898,0.6786618115312892,0.6302294687081488,0.35488515454377084,0.732845864582415,0.625468281735524,0.29912142105490636,0.2535238798970887
10,0.3115040656286267,0.3673678590179683,0.5229290291552914,0.5073572769064193,0.6869428600509214,0.5342348913435346,0.45893706149751357,0.7519380347832482,0.6366165237034069,0.36139139245161794,0.23044244025679725,0.6752723247965864,0.6205272920165043,0.35932422308303086,0.7391902328589431,0.6355862197212944,0.238924730559518,0.2826759153090576
11,0.34864012222899454,0.3614563911583773,0.5146703031288874,0.5293612998735117,0.6735112619132831,0.5370498094753601,0.4216473143806615,0.7262666011450729,0.6521534969307818,0.3544549123148272,0.23760872574222425,0.6617412142832751,0.5929034531108591,0.35824446586876485,0.7248518937916779,0.6401276462419802,0.42439671274311347,0.3032637130749108
12,0.3410259298980236,0.33526506013930985,0.5191953157381042,0.530269395634619,0.6750161619684266,0.5978113663279397,0.3991877660353979,0.7457747034574028,0.5865520136575936,0.3442279994664213,0.28579719925354746,0.6977256108252167,0.605868336787721,0.40693496585063793,0.7703738080999234,0.6460845954255213,0.4028909491975377,0.1820075032557742
13,0.3273116467662076,0.4120980165458138,0.5326513718778765,0.48286374706406204,0.6695660061968107,0.537223229935098,0.48419128700639913,0.733026373374891,0.6669011688441482,0.38746465278498204,0.2501868850028057,0.648900668147196,0.5846280367568475,0.369218376646546,0.7064838547483502,0.4594553639714524,0.2986247773183303,0.31273515185971196
14,0.3140348853616654,0.37773354740659143,0.5207274528298493,0.5259964262549026,0.682027876570831,0.5515318656631562,0.4582883148588712,0.7527469829460152,0.6144619769596015,0.34992564255616404,0.2361095102543062,0.6533729479969903,0.6260221063895944,0.3995331605735784,0.7355779377227118,0.6479601702679094,0.3687081210075622,0.2508005398259724
15,0.33980601853200354,0.3447067527146205,0.5229941586888954,0.5198124623770402,0.6683803342918267,0.5602856889675717,0.4420557754780196,0.7353503132409935,0.651184378819883,0.360007966879552,0.24369465314442207,0.6701070625778874,0.6049130343080407,0.4057498715202224,0.7320952171413212,0.6174404964392244,0.341623340579843,0.2667582140727423
16,0.33410042758498876,0.3300261914567366,0.5307083706714312,0.538953803175819,0.6754877739589774,0.5901215845047846,0.4140890571134323,0.7519177553635527,0.5975640922926093,0.40764273372431353,0.2781355977423485,0.6662305573307615,0.6284670830137608,0.3574183826512233,0.7591698451196914,0.6492359706930836,0.4062448310711961,0.305909952351016
17,0.3268436027211758,0.3499863019197827,0.5408767404935634,0.5281740177571053,0.6669770157128664,0.540169430944583,0.4774235461760275,0.7341709001230016,0.6846390886222452,0.41370981198344187,0.2690473898927781,0.6601276691603222,0.6388781832221302,0.3838307274890582,0.7524285155799028,0.6175730044664204,0.3289848886500974,0.3153951357318063
18,0.3069398629599814,0.34950143158490055,0.5292483800805434,0.5349032504516399,0.6826376993263744,0.5539421832178314,0.46006835348743236,0.7564202492394052,0.60016911506,0.39704708597057875,0.2544539742621817,0.6604936932152778,0.649265278381059,0.394841968870382,0.758086402376761,0.5335640576743339,0.41575079389494163,0.3323205587487234
19,0.34011606395976096,0.35427916416045857,0.517784190210497,0.5224101853644131,0.6667214556343,0.5560078529236345,0.44151032843461024,0.727695917049391,0.6440342191861295,0.349207501256322,0.23931205698909175,0.6651423022909803,0.6302424268250857,0.3977672520164812,0.7413753063196169,0.48328243504627383,0.4301542821012183,0.30890729295123515
20,0.32830454600708825,0.3188514434499454,0.5299141343894419,0.5333674659636765,0.6788462740147808,0.5999555744123004,0.42572203929650393,0.7499391530178985,0.603940933002692,0.3933013805628349,0.2576935864190826,0.6850199611926279,0.6163031204417905,0.3920877368047343,0.7597206503710741,0.6313192438740701,0.39537820643727223,0.2537433426241661
21,0.32666807175680396,0.3540078761688246,0.5294112014315042,0.5245934467886392,0.6694639883318838,0.5272764764108053,0.4928407066998158,0.7293479332678793,0.6601432450231333,0.3940275748988939,0.23277848538811816,0.6624696711961835,0.6237172779590607,0.36946076048446236,0.7426064235094948,0.6171707710552292,0.3822257563618137,0.27450346695422984
22,0.30258681192565806,0.3629293445568935,0.530536817534567,0.5336366343307183,0.682126938249279,0.5601146985319967,0.47078453309797536,0.7631161071519078,0.6077301644342594,0.3823341145640852,0.24755116671246558,0.6806028330868005,0.650801815192909,0.32874168608428594,0.7447387743166206,0.6495199516108048,0.4121721617173942,0.26887921830621275
23,0.3343335947796696,0.33675715308280507,0.5258086792298625,0.5186549393801626,0.6718479532548901,0.5493610142209889,0.4404527398838829,0.7338199984539883,0.6752324620724149,0.36445757768036796,0.24548900904250445,0.6699706078883663,0.5918845630957627,0.34325306536297256,0.752038701265672,0.645295098648588,0.3292312224184783,0.2989113169812983
24,0.32189277367932456,0.3180432149884482,0.540344491931849,0.5467765675134965,0.6832594438812369,0.6127031364037476,0.4106048216121178,0.7555786454594388,0.6440110465805802,0.3968858667539632,0.27936848283185806,0.6785274137370145,0.6222970099680162,0.3988986992399797,0.7730225226958473,0.6393466247486084,0.39393113836460186,0.32141256384040784
25,0.31342666592900287,0.3557749268301408,0.5448151532657852,0.5363114177918026,0.6720118475840092,0.5484888127575392,0.4975470290487466,0.7401631861628521,0.6805538124388074,0.42793037299039016,0.24701101187815191,0.6831747491600176,0.6266083630637362,0.3833155484225781,0.7172400739667149,0.6317246783054281,0.41212701902563637,0.29998949259850655
26,0.2903547793181467,0.32875864705353897,0.5406384655834773,0.5328363897985725,0.6893558291989419,0.5518259812263777,0.4653412385740825,0.7620698391734755,0.6594051379586023,0.4041879410373201,0.25228329191554155,0.6628972056693132,0.6183684357822776,0.38604585586501655,0.7707237259372207,0.6061966407809296,0.37293725743384765,0.3126856071214019
27,0.3275544573026747,0.3865190703723515,0.529014674111847,0.5016010224990195,0.6702145442111751,0.5622891094876294,0.43854313356883023,0.7401169987117856,0.6807168151837785,0.35922836970242505,0.25199374791730517,0.6384890245548324,0.6285415081390362,0.3716528580788686,0.705554135954318,0.6513106570419526,0.18991077746235943,0.32574819626176893
28,0.31994392105511255,0.3415320942735976,0.5412891368499978,0.5086180595712494,0.6864142738240466,0.6175948917431828,0.41171505553814686,0.755603742990352,0.6431856930747938,0.3910965475164925,0.28341375326297,0.6875843515761866,0.5892083168928922,0.3413825348734784,0.7454186469074428,0.6404767994260154,0.3311451656665586,0.22511060165617197
29,0.31580066251864514,0.3569304611977932,0.5413940463202375,0.5345638393226124,0.6745463500091017,0.5610939391358563,0.4850369756424854,0.7395192682440785,0.6707417431988576,0.420047498020931,0.23877254999035127,0.6657663947440632,0.6277705710874197,0.37220258580827725,0.7490948522966275,0.5916158786223257,0.40930108216911365,0.32619551053046053
30,0.2840968573212166,0.34630248495619115,0.5455672896799219,0.5177758632035355,0.687742685593647,0.5606319838964167,0.4656608069953693,0.7671141565241125,0.6550171103758057,0.4282806888025649,0.25452359557153736,0.6536770454818451,0.5917834120698648,0.3974725229379214,0.7569497057596315,0.5795801485383907,0.38346844106287215,0.2614997665742235
31,0.32868219615037897,0.35397030181294686,0.5308739280969555,0.5020280131198122,0.6745170355804546,0.5706392615769381,0.42778734858437256,0.7359445368373017,0.6644098034293295,0.38645603986965626,0.25636347080063654,0.6910699221031869,0.6455530535799652,0.376792063166124,0.7601071259370675,0.6205260258628097,0.2493482213119411,0.170799679877591
32,0.31519316168768063,0.30089213272676996,0.5398299307793335,0.5540723824381902,0.6894126625522538,0.6034970029630741,0.4297732421010737,0.7597430662434241,0.6491493658729469,0.3702980998908823,0.2769360758316794,0.6800669024788514,0.6399501142191418,0.3719904374541509,0.7656961372830786,0.6300669616824551,0.46452616315183876,0.326209960797814
33,0.3047367511907615,0.33492841058367484,0.5405829319472454,0.5387042361821496,0.6782387981750726,0.5315124571516341,0.48750092128868194,0.7336736153725288,0.6836028625343918,0.4166642256701563,0.2528876434382513,0.6570654173023037,0.6418495542073908,0.39133409148367815,0.7581191200839896,0.6481229794358339,0.31424184670430605,0.36019664405754476
34,0.28323300557474484,0.33901020469613463,0.5459873442044817,0.5362608673815857,0.6880710189178386,0.550783673056768,0.46847000317589127,0.7658224555000059,0.6788185423883918,0.4077513144608564,0.26219440193161986,0.6758335377382191,0.6500899150823989,0.36984691396337394,0.7406787913993222,0.6476043668506847,0.38726700151139354,0.2825055451257079
35,0.31736767260492527,0.3297070342644005,0.5317263620220147,0.5426016057230238,0.6777317994875732,0.563287952489305,0.43155716396096455,0.7400392164979319,0.6774853679782168,0.3696974760640755,0.26228555767603573,0.6570712553665231,0.626729363668107,0.40862999872711125,0.7663955105033267,0.6533556846283951,0.35654266880208346,0.32948675836561975
36,0.30698762823428427,0.3053099385329655,0.5470299675276168,0.5471629854308026,0.6895237294980908,0.5970962299734033,0.43108588767729067,0.7619039267602252,0.6584795787112071,0.41052841110857125,0.2805920089645289,0.6780852627024586,0.6085884493724325,0.3986608036481334,0.7750426880547284,0.6431625229126874,0.4268493992381681,0.29975177208701004
37,0.29717368173733943,0.3581962824084739,0.5486143620730405,0.5229055023508945,0.6807212994329905,0.5471276815581961,0.5003741770192789,0.743194456351074,0.686875515250197,0.4245828597516031,0.2574245451479441,0.6729051882228891,0.6057775332054943,0.3753489516873873,0.7608887800802543,0.6398537905581658,0.38862065716186667,0.21694361554020314
38,0.27942336914053695,0.31738475358301776,0.544690259359613,0.5469885306434342,0.6874499843534767,0.56694409342731,0.4676494725285746,0.7677558458442156,0.639179161599765,0.42175583449855075,0.26209742326539814,0.6845972497995979,0.6231669591614973,0.3847707502961983,0.7504967092257155,0.6424145395918733,0.4423214691494142,0.30115203727974277
39,0.30867238516177964,0.3237635446093753,0.5406697892124842,0.5456366660345748,0.6785730806659169,0.5820337579614698,0.4427508495514473,0.7443901642161372,0.6846093851185507,0.4024254486991668,0.24990583827470067,0.6599309501404615,0.6433648067995783,0.3728802534217819,0.7614356419141295,0.6433971496659754,0.4336506613415432,0.30479719895855406
40,0.30129361429384777,0.3154718985711584,0.5531426933548548,0.5429371996920465,0.6850099353154161,0.6222699247280311,0.4351280150467841,0.764825447227829,0.6498796149143329,0.4349129033601203,0.27997301289146925,0.6820968781673079,0.6418555344470867,0.3838959070814515,0.7603929464762686,0.5841657307849603,0.4713343722932709,0.27681902859398
41,0.29690752629456496,0.35715860421273576,0.5493818484739911,0.5289607693984423,0.6793355613449533,0.5632040040583971,0.49817666088096235,0.746704009225824,0.677312482182477,0.4361438702477626,0.24479635137756073,0.6740614919721483,0.6562502491769179,0.3900316392522489,0.7497583425827357,0.620226948505928,0.3429866018034784,0.2694101124956385
42,0.2703900759947106,0.3238301600403304,0.5559420353930061,0.5485888941347461,0.6901520390814377,0.5810066495221418,0.47583968807423754,0.7742294877498571,0.6653401398195287,0.4485140852141686,0.25651215828967194,0.6709093129970525,0.6388419766793385,0.3863875105812625,0.7551334480743235,0.6419930333368992,0.4188603664453684,0.32799661082897874
43,0.3102017576998187,0.3239559538262448,0.5340282355487342,0.5513923761261542,0.6763134347030924,0.5536130846322804,0.4398213720585526,0.7455166361275816,0.6728163643022971,0.3908597091565474,0.2592570478607882,0.6677682634413649,0.6519133943925428,0.3779868953031821,0.7525943953944433,0.6335195608316396,0.42210513757832335,0.353858985941584
44,0.30304283531648774,0.3345359042354667,0.5439699415467183,0.5308551400851934,0.6872863298647434,0.6019128070616226,0.41981492572828144,0.7616262296436699,0.6296385760047213,0.4295716318675832,0.27793909065640604,0.682608544054664,0.6280267148223996,0.3619279064578201,0.7647476535657441,0.5804705046283025,0.46770616586480684,0.23049849120261673
45,0.2861136999195603,0.3662137457790757,0.5514060459736412,0.5161765263180212,0.6851494634558923,0.5664808930599102,0.49023797075655895,0.7550181787899529,0.687243077830228,0.44700171646722403,0.2287110214557214,0.676058322710554,0.6090217844344947,0.33968212087980243,0.7469251697894131,0.6538685039041446,0.3069582318558274,0.2807215506519123
46,0.26777243959782493,0.33335121758316083,0.5543756362869151,0.5488991019057808,0.6945992768669457,0.5764047475385213,0.4644044166760409,0.7700718079941613,0.6665308239775262,0.45647810162936814,0.2521402793258422,0.6764829346870767,0.6637569200316155,0.38416719711965025,0.7416292763816376,0.6378350695888154,0.3936358653750825,0.3447864501565877
47,0.3063393490096547,0.34484893772361275,0.5380382544681575,0.5116030804331821,0.6763780041088406,0.5838682816544553,0.443046712413044,0.742662930316083,0.6602047364643077,0.4063143458492946,0.253792770471077,0.6696290594081407,0.6247983641669603,0.38117063951881364,0.7673572375032818,0.6108334664878773,0.25924191501016974,0.2681908809370318
48,0.29610262704747065,0.30206696836920194,0.5494077651438395,0.549318695941155,0.6899692383631942,0.6103970751799884,0.43663183993145643,0.7679541626637686,0.6452880629004404,0.43361497039580366,0.2619990065722245,0.6889073869239648,0.6619694067459005,0.3699206561274189,0.7668260976483366,0.6463269755702628,0.41855491597850564,0.2927254325936954
49,0.2803188004755462,0.34037123480854087,0.5474416399110472,0.5274974059862246,0.6899810335869864,0.5618969364855634,0.47019231637494974,0.7691884308392831,0.6538956974618096,0.4141964601923834,0.2727406044363556,0.6644099047186848,0.6115303857050031,0.4062472575245353,0.7691952731504401,0.6214618660237455,0.3990563133437633,0.22058084143739998
50,0.3082457405376676,0.32775907127612064,0.5335467278066565,0.535002753485462,0.6813285828044584,0.5662289034840418,0.4411201595300219,0.7442106697613529,0.6567100147968065,0.4000365029408898,0.24519226132902466,0.6679085044435403,0.6197762104208511,0.3846114624822688,0.752369974566006,0.5922058228442167,0.3975411992450373,0.33060610039631444
51,0.30376803278923037,0.30763985283055884,0.550846177437365,0.5412636240956111,0.6854468536312256,0.595456220796295,0.4265559281505621,0.7646764768387955,0.671316445201116,0.4220775786067685,0.29039373883679165,0.6933675259553915,0.5965064977516307,0.32387340447946544,0.7626677545177039,0.6346942069264317,0.4673530774897525,0.310382901548902
52,0.3097875425258823,0.3331624793398912,0.5416852237830476,0.5381988084287397,0.6745565232742334,0.5466290675712954,0.49712488173009606,0.7457646021174154,0.6784874165575943,0.4100033484067137,0.2392307268239857,0.663250680477828,0.6338320860936333,0.38264820702630725,0.7633524549258609,0.6466073769925816,0.3810311528771862,0.29666970060778036
53,0.27470079065451575,0.3436285084599902,0.5494499737598784,0.5446981288648164,0.6936301763564209,0.5725709895743742,0.47491087386740594,0.7699712879287592,0.6619586326117538,0.42396298149173006,0.24914487448870373,0.6509125108191562,0.6456976224508908,0.4036539267995705,0.7607795181200016,0.651537315109274,0.4047627772710387,0.2955432314837833
54,0.3118038720187624,0.3790559400961115,0.5429245786691826,0.5038499508960321,0.6719095878801207,0.5817192233047582,0.4440518863103779,0.7434647369906053,0.6904975672330581,0.3974318275399882,0.2713972214253701,0.6464740636767035,0.5310287794208048,0.37106913220649934,0.7229837890965237,0.6502315525819031,0.35249371913839916,0.2526686201513909
55,0.304355631342956,0.3189129311730365,0.5433353554770188,0.5299049956694122,0.6942204523584169,0.6152701032806311,0.4309340582083296,0.7617834572230507,0.6275062087366946,0.40714726695979697,0.26648594157221217,0.6925803028882145,0.5927354642110187,0.3643397997959813,0.7677607328233205,0.6319350651684265,0.41240644435279383,0.24757716044613015
56,0.30686902769765834,0.3565887058996091,0.5417339727441032,0.5229615793432184,0.6778486316330469,0.5347467740586339,0.4908314615057272,0.7425137120639129,0.6816672800262374,0.43203352469961126,0.23249642522155284,0.6829601171384453,0.6357821269438357,0.3506012588866835,0.7338767133566397,0.6435282039977024,0.359559952681327,0.2544226823978957
57,0.2739762435754676,0.34058307326848775,0.5492594269510404,0.5443925250109156,0.6939865323395304,0.5680000663300624,0.47067509395242946,0.768677890929037,0.6618362889019266,0.43418865798399336,0.24745145822030323,0.6855554963318307,0.6583690220558401,0.31580819491847445,0.7346338624396729,0.6401461615702949,0.44667100476711247,0.32956393299318365
58,0.30988246652719786,0.3169429248522584,0.5261102548156141,0.54733138028409,0.6799626713723403,0.5461770118555276,0.43046185540098464,0.7416603782384085,0.6676688466333814,0.3612084244077529,0.2556325958009035,0.6690754364195968,0.6378985210447793,0.4074222165247323,0.7760940014233698,0.6503845807715247,0.4074903265381008,0.28295457926652656
59,0.3014449309025492,0.3035035380946169,0.5538816192317914,0.5401678833066601,0.6891231219484582,0.6169694917426198,0.42865355814622463,0.7649252461243512,0.6632293324228673,0.4453140607011192,0.2689565235368991,0.6835805027262534,0.6544880615588171,0.39320581319731124,0.7739061414916044,0.622148661271806,0.38737392491007566,0.2664720779907527
60,0.29551166102686144,0.3376333537266621,0.545304516013361,0.5355420961009845,0.6830351685467071,0.560396852806111,0.4909258832486412,0.7477969047405049,0.6787308125320503,0.427109589288922,0.22913640093059082,0.6569981816326504,0.6187433332258638,0.3584497234690195,0.7592369937661486,0.6182199029416106,0.41115026006925826,0.32599627760234023
61,0.270230908379387,0.32456659636137375,0.5521966906424802,0.5439080375267508,0.6944567947614916,0.5631815124882704,0.47520102230273914,0.7719444452706888,0.6737463516328717,0.44749413055523024,0.23935257748606947,0.6751568165823512,0.6498359124883637,0.36913647030060154,0.7551644681293771,0.6511843916592991,0.39694616687921863,0.3099320366480445
62,0.2992968649882863,0.3260399063572871,0.538777832351726,0.5319839382199999,0.6815845909849927,0.5795628297392466,0.4432580035202536,0.7507581118279072,0.6937205832533639,0.37088841959965413,0.25167228753666415,0.6747992421463616,0.6443199485092718,0.39602891948246893,0.7448666049098541,0.6321758840701293,0.349838519449626,0.2818584489722877
63,0.2944896320147174,0.3134344777158437,0.549454103608216,0.5492592083784703,0.689461775315232,0.6245418088291137,0.43422856886863404,0.7687056131738749,0.6338026560974271,0.4310746475842609,0.26436365538896917,0.6861330976728877,0.6512625931463208,0.3565119065537981,0.7728874928473607,0.6521845858323962,0.4119345711113026,0.3139002114852259
64,0.2967928595674115,0.3705500657445632,0.5560438018209604,0.5241298541197379,0.6774390041248477,0.564412770337319,0.4944765053089594,0.7487292375250113,0.7100610037652552,0.44448392586592955,0.2527041658194,0.6724692332049518,0.6059187432238337,0.37886458087549246,0.7377768896797212,0.5409324844229367,0.3965928826083456,0.3363541648228839
65,0.26491277336245495,0.31580373991935007,0.5540031608707847,0.5420271740115026,0.696151481682435,0.573428749914091,0.47620049918474033,0.7779289293926922,0.6683451414002539,0.432395788776118,0.2535715357451632,0.6994834644250156,0.6623003561742979,0.3837904042880143,0.7679955261417086,0.6427758446810833,0.4275011982945489,0.21034342407584933
66,0.27646013995978574,0.2979084283411774,0.561948526198929,0.5713729894379836,0.6873691642394586,0.6005473806317614,0.4501705368325129,0.7675197157787033,0.7465970650380935,0.4378989347777013,0.24353688609427224,0.6832804879468102,0.6831985797152176,0.39753166007269614,0.7765802280562649,0.7110341225259675,0.4557094580142428,0.2922763897346869
67,0.2554733006017549,0.2917545439982219,0.5839942266425303,0.5738739504565322,0.7096261780343991,0.6738611214973969,0.42750202801634835,0.7881309262516388,0.6982964960384064,0.5119199577723896,0.2786228788871336,0.6963703029431781,0.6675203493111417,0.3734981118503437,0.7874305741826917,0.7299304247482933,0.47421387028150797,0.2881540198785692
68,0.25085330480286006,0.32124824031468846,0.5806609797749716,0.5638348812289721,0.6952948830564399,0.6093944360028415,0.5081378301529186,0.7746478457427202,0.7539422152611702,0.479245626898361,0.2439640213103496,0.6937029698701377,0.6753143027528544,0.3900208287732925,0.7691319613282541,0.7046737383310537,0.4540364116465373,0.259963955900675
69,0.2165994332851841,0.3139156372412646,0.5904327332305737,0.5733664327498982,0.7151912368802803,0.6189268464852201,0.48241155061944896,0.8031348933276612,0.7195757057932861,0.5257857420246768,0.2680031574834424,0.6903125277838449,0.6876074723188118,0.37682831307799547,0.7721805843959049,0.7226418354082306,0.4910007166362661,0.2729935796282337
70,0.25235627767548335,0.31330543428361146,0.5735367217637848,0.5738699734044469,0.6987265850661439,0.6225478513640769,0.4548385521950396,0.7801777082111451,0.7475915489622211,0.463573068069403,0.24730173847846404,0.6784125268157601,0.6657987534924519,0.3955505184505622,0.760047429553577,0.7244708175841563,0.48469592530273536,0.3081138426318856
71,0.2447397381067276,0.3070134522428938,0.5880955706088945,0.5769058724823314,0.7141393972028924,0.6617899517214718,0.43010862533326255,0.7939067738045623,0.7254788776760639,0.5121136941376789,0.2791316743863292,0.6802513467032023,0.6710072737035789,0.4007909909187152,0.7629625127490448,0.7237958902430058,0.4983849148921486,0.3011481781666239
72,0.24607248633295503,0.3752348188978634,0.5862140310447438,0.5507873698803453,0.6952861051734925,0.5989256185744243,0.5155781323786411,0.7769127671091242,0.7685101361365219,0.48468157304401527,0.26360388489698766,0.6838217695539532,0.6649034349813465,0.36386695273680403,0.737219351794292,0.6748943648958873,0.43898764250722544,0.2918180726929077
73,0.2232522140792931,0.38001929525899497,0.5858114191398717,0.5513487731141343,0.7100533499874369,0.6088278741727594,0.4859377808767369,0.7995556317277838,0.7251923602199345,0.5070454436957524,0.2640674932986976,0.663394559581401,0.626416585513513,0.3782845081763385,0.7376660441078331,0.6937587979168061,0.45863621992693415,0.30128469657611395
74,0.25764365929998284,0.34841785016550164,0.5693458283244809,0.542111296761219,0.6985041216099408,0.6037435457628024,0.4489271319571295,0.7767502609946513,0.7498939829303477,0.45049060451861517,0.25711115049787925,0.6856491476361485,0.6575330229995086,0.37014620727327696,0.7414293347802751,0.6574225892697342,0.4441180715695879,0.23848070380000166
75,0.24917040296963283,0.29246083785990784,0.5825791542546739,0.5748076917250972,0.7121446918193802,0.6636202264742226,0.42552015364699697,0.7956188115873017,0.7091640355443024,0.49638937752145956,0.2755967831890531,0.6856330413558485,0.6448803575326757,0.4107718811256539,0.7763306144829335,0.7291515415851642,0.5026304563100354,0.27425594968336897
76,0.24501891464125938,0.34553448740626813,0.585557731799444,0.5396817498103651,0.6946429684269894,0.6015238641956636,0.5067711349075318,0.7818203199419838,0.7638053828612112,0.4722547416469949,0.27808571061573334,0.687841572798241,0.6361869541317844,0.36598424424547665,0.7602635020454707,0.6951076932516818,0.36242682986604147,0.26996145233385976
77,0.21895341045866124,0.33465030181939437,0.5824886867343537,0.5655562810883987,0.717322735462376,0.604028719852088,0.4798890388076395,0.7989761490449446,0.7217989931018467,0.4967763558646809,0.25862881500690077,0.6793200358563961,0.6441575489769512,0.38401020191563745,0.7697058098451964,0.6923433192470021,0.4835561918259854,0.3058008599516225
78,0.2558631332897807,0.3345710916937862,0.5752129877354001,0.5561032295763594,0.6990383319958713,0.6104128719696803,0.4554470542793761,0.7787486571092782,0.7626836363966782,0.450667777719681,0.26949258467723597,0.6671268981148936,0.644132818107364,0.40130886798624527,0.769668602261677,0.6849647456059635,0.4453648684688799,0.2801558064894919
79,0.251251386318888,0.2989436084297812,0.586967409853336,0.5651843477323643,0.7072355136859053,0.6528659491002262,0.44895269715704994,0.7934702713211601,0.7170268782964621,0.5031566817638606,0.2860638776486881,0.6932133380235441,0.6781075357219312,0.3697041247584676,0.7654111812547797,0.7116097492276673,0.4858831982922988,0.25236130684786107
80,0.2514472969482823,0.33746214629955135,0.5824871509710207,0.5408259496912978,0.6980397452923431,0.5919931802002861,0.5024792522189144,0.7722510317828867,0.7647660818624139,0.4853198383237127,0.26256092711658713,0.6982910633334625,0.6174709048886611,0.35534384533716623,0.7603510673742409,0.6858074307250999,0.42511134705084347,0.24340598912961117
81,0.22303817836441933,0.3383551627207714,0.5826176387214504,0.5607632118446703,0.7128866759603892,0.594572877870467,0.48588868286210013,0.79842643155617,0.7264681861618625,0.5074979136607495,0.25258270297841473,0.6981233224501646,0.682413405021411,0.3520852476060304,0.7516047819737333,0.690862089590881,0.4487030367995259,0.3015505994709459
